Time,Tweet By,text,Is_a_Retweet,Orginal Author,Reply to Tweet - Name,Quote Status,Language,Retweet-Count,Favorite-Count,Source -URL
2016-09-27 16:54:22,HillaryClinton,Hillary was the winner of the first presidential debateand newspapers across America agree SheWon ,False,,,False,en,2593,6269,https://about.twitter.com/products/tweetdeck
2016-09-27 16:12:28,HillaryClinton,She gained a massive amount of weightit was a real problem Trump this morning on Alicia Machado ,False,,,False,en,4829,7580,https://about.twitter.com/products/tweetdeck
2016-09-27 15:54:07,HillaryClinton,When you have a really really good night SheWon ,False,,,False,en,8242,35744,https://about.twitter.com/products/tweetdeck
2016-09-27 15:47:29,realDonaldTrump,"Such a great honor Final debate polls are in  and the MOVEMENT wins!
AmericaFirst MAGA ImWithYou ",False,,,False,en,13576,27245,http://twitter.com/download/iphone
2016-09-27 15:42:48,HillaryClinton,Register Vote Go out and get engaged! JoeBiden NationalVoterRegistrationDay ,False,,,False,en,1350,2874,https://about.twitter.com/products/tweetdeck
2016-09-27 15:32:57,HillaryClinton,Im glad Trump found out that Crimea was part of Ukraine By the way I heard he was on the verge of acknowledging gravity JoeBiden,False,,,False,en,5557,16289,https://about.twitter.com/products/tweetdeck
2016-09-27 15:26:17,HillaryClinton,"Let me tell you who built this damn country the middle class JoeBiden

Lets keep building it together ",False,,,False,en,1453,4741,https://about.twitter.com/products/tweetdeck
2016-09-27 15:12:56,HillaryClinton,One moment last night that provedagainthat Hillarys the only candidate ready to lead on the global stage  SheWon,False,,,False,en,1452,4840,https://about.twitter.com/products/tweetdeck
2016-09-27 14:55:57,realDonaldTrump,US Murders Increased 108 in 2015 via WSJ ,False,,,False,en,5365,10729,http://twitter.com/download/iphone
2016-09-27 14:53:01,HillaryClinton,Anyone who complains about microphone problems is not having a good night Hillary SheWon,False,,,False,en,4773,14979,https://about.twitter.com/products/tweetdeck
2016-09-27 14:51:25,realDonaldTrump,"Thank you! TrumpWon MAGA 
",False,,,False,en,7255,17380,http://twitter.com/download/iphone
2016-09-27 14:49:09,realDonaldTrump,Hillarys been failing for 30 years in not getting the job done  it will never change,False,,,False,en,12127,31856,http://twitter.com/download/iphone
2016-09-27 13:57:55,HillaryClinton,"Trump on Alicia 1996 Miss Piggy

This morning She gained a massive amount of weightit was a real problem ",False,,,False,en,16476,22611,https://about.twitter.com/products/tweetdeck
2016-09-27 13:49:07,realDonaldTrump,True bluecollar billionaire Donald Trump shows Hillary Clinton is out of touch ,False,,,False,en,5827,14338,http://twitter.com/download/iphone
2016-09-27 13:17:40,realDonaldTrump,The 1 trend on Twitter right now is TrumpWon  thank you!,False,,,False,en,19561,52449,http://twitter.com/download/iphone
2016-09-27 13:14:55,realDonaldTrump,I won every poll from last nights Presidential Debate  except for the little watched CNN poll,False,,,False,en,9598,29309,http://twitter.com/download/iphone
2016-09-27 12:55:31,realDonaldTrump,"How Trump won over a bar full of undecideds and Democrats
",False,,,False,en,6704,15988,http://twitter.com/download/iphone
2016-09-27 12:53:42,realDonaldTrump,I really enjoyed the debate last nightCrooked Hillary says she is going to do so many thingsWhy hasnt she done them in her last 30 years,False,,,False,en,21628,59791,http://twitter.com/download/android
2016-09-27 12:32:21,HillaryClinton,"I have a winning temperament Donald Trump last night 

Really SheWon ",False,,,False,en,4120,10456,https://studio.twitter.com
2016-09-27 11:57:38,HillaryClinton,Only one person on last nights stage is prepared to be CommanderinChief Make sure she gets the chance ,False,,,False,en,6253,17113,https://about.twitter.com/products/tweetdeck
2016-09-27 10:44:58,realDonaldTrump,Great debate poll numbers  I will be on foxandfriends at 700 to discuss Enjoy!,False,,,False,en,4437,16423,http://twitter.com/download/android
2016-09-27 06:32:29,realDonaldTrump,Thank you! Four new DebateNight polls with the MOVEMENT winning Together we will MAKE AMERICA SAFE amp GREAT AGAIN ,False,,,False,en,10829,24078,http://twitter.com/download/iphone
2016-09-27 05:54:42,realDonaldTrump,"DRUDGE_REPORTs First Presidential Debate Poll
Trump 80
Clinton 20
Join the MOVEMENT today amp lets MAGA! ",False,,,False,en,10763,24643,http://twitter.com/download/iphone
2016-09-27 05:44:02,realDonaldTrump,"Thank you! CNBC DebateNight poll with over 400000 votes 
Trump 61
Clinton 39
AmericaFirst ImWithYou ",False,,,False,en,16167,34480,http://twitter.com/download/iphone
2016-09-27 05:36:33,realDonaldTrump,"TIME DebateNight poll  over 800000 votes Thank you! 
AmericaFirst MAGA ",False,,,False,en,12479,27258,http://twitter.com/download/iphone
2016-09-27 05:18:10,realDonaldTrump,newtgingrich just said a historic victory for Trump NICE!,False,,,False,en,7709,24434,http://twitter.com/download/android
2016-09-27 04:34:09,realDonaldTrump,Wow did great in the debate polls except for CNN  which I dont watch Thank you!,False,,,False,en,12739,40321,http://twitter.com/download/android
2016-09-27 04:04:38,HillaryClinton,43 days left Lets go win this thing  DebateNight ,False,,,False,en,6505,21912,https://about.twitter.com/products/tweetdeck
2016-09-27 04:02:51,realDonaldTrump,"Thank you Governor TerryBranstad! 
AmericaFirst Debates2016 ",False,,,True,en,5578,14830,http://twitter.com/download/iphone
2016-09-27 04:01:32,realDonaldTrump,"Thank you Governor Mike_Pence!
Lets MAKE AMERICA SAFE AND GREAT AGAIN with the American people 
AmericaFirst ",False,,,True,en,7350,22113,http://twitter.com/download/iphone
2016-09-27 03:58:24,realDonaldTrump,"Thank you Senator TedCruz!
Debates2016 MAGA ",False,,,False,en,18519,39447,http://twitter.com/download/iphone
2016-09-27 03:41:28,HillaryClinton,DebateNight ,False,,,False,und,36243,72815,https://about.twitter.com/products/tweetdeck
2016-09-27 03:33:57,HillaryClinton,"Donald Trump called her Miss Piggy and Miss Housekeeping

Her name is Alicia Machado DebateNight ",False,,,False,en,57182,74103,https://studio.twitter.com
2016-09-27 02:57:56,HillaryClinton,The presidency isnt a reality showits as real as it gets Make sure youre registered to vote ,False,,,False,en,8550,20188,https://about.twitter.com/products/tweetdeck
2016-09-27 02:50:50,HillaryClinton,Text IMWITHHER to 47246 to tell Hillary youre on her team all the way to Election Day debatenight ,False,,,False,en,3134,12026,https://about.twitter.com/products/tweetdeck
2016-09-27 02:45:44,HillaryClinton,RT this if youre proud to be standing with Hillary tonight debatenight ,False,,,False,en,80169,80678,https://about.twitter.com/products/tweetdeck
2016-09-27 02:43:15,HillaryClinton,Hillary just proved shes the only candidate whos ready to be president Chip in now and lets go win this thing ,False,,,False,en,5065,16336,https://about.twitter.com/products/tweetdeck
2016-09-27 02:42:49,realDonaldTrump,"HillaryClintons Nuclear Agreement Paved The Way For The 400 Million Ransom Payment DebateNight
",False,,,False,en,8575,19522,http://twitter.com/download/iphone
2016-09-27 02:40:26,realDonaldTrump,Nothing on emails Nothing on the corrupt Clinton Foundation And nothing on Benghazi Debates2016 debatenight,False,,,False,en,30921,56562,http://twitter.com
2016-09-27 02:40:04,HillaryClinton,When Donald Trump says he has a winning temperament debatenight ,False,,,False,en,26656,48875,https://about.twitter.com/products/tweetdeck
2016-09-27 02:38:01,HillaryClinton,The woman Trump called Miss Piggy has a name Alicia debatenight ,False,,,False,en,23394,36574,https://studio.twitter.com
2016-09-27 02:36:11,realDonaldTrump,HillaryClinton  Obama ISIS Strategy Has Allowed It To Expand To Become A Global Threat DebateNight ,False,,,False,en,6680,15499,http://twitter.com/download/iphone
2016-09-27 02:35:21,HillaryClinton,When Donald Trump spends 11 hours testifying in front of a congressional committee he can talk to me about stamina Hillary debatenight,False,,,False,en,20652,46042,https://about.twitter.com/products/tweetdeck
2016-09-27 02:30:00,HillaryClinton,Donald Trumps cavalier attitude about nuclear weapons is so deeply troubling DebateNight ,False,,,False,en,5011,13026,https://about.twitter.com/products/tweetdeck
2016-09-27 02:28:26,realDonaldTrump,Russia has more warheads than ever N Korea is testing nukes and Iran got a sweetheart deal to keep theirs Thanks HillaryClinton,False,,,False,en,11851,26791,http://twitter.com
2016-09-27 02:27:23,HillaryClinton,realDonaldTrump Barack Obama is your president too debatenight,False,,,False,en,17402,38775,https://about.twitter.com/products/tweetdeck
2016-09-27 02:26:33,HillaryClinton,A man who can be provoked by a tweet should not have his hands anywhere near the nuclear codes DebateNight,False,,,False,en,45008,82338,https://about.twitter.com/products/tweetdeck
2016-09-27 02:26:13,realDonaldTrump,"Hillary Clinton failed all over the world 
LIBYA
SYRIA
IRAN
IRAQ
ASIA PIVOT
RUSSIAN RESET
BENGHAZI ",False,,,False,en,21745,40457,http://twitter.com/download/iphone
2016-09-27 02:26:01,HillaryClinton,This should go without saying Taking nuclear war lightly is disqualifying for anyone seeking to be President of th ,False,,,False,en,5820,13113,https://about.twitter.com/products/tweetdeck
2016-09-27 02:21:59,realDonaldTrump,Hillary Clinton is the only candidate on stage who voted for the Iraq War Debates2016 MAGA ,False,,,False,en,9001,20725,http://twitter.com
2016-09-27 02:19:47,realDonaldTrump,"HillaryClintons 2008 Campaign And Supporters Trafficked In Rumors About Obamas Heritage DebateNight 
",False,,,False,en,5763,12471,http://twitter.com/download/iphone
2016-09-27 02:18:09,HillaryClinton,I hope the factcheckers are turning up the volume Donald Trump supported the invasion of Iraq ,False,,,True,en,7062,12598,https://about.twitter.com/products/tweetdeck
2016-09-27 02:13:57,HillaryClinton,What is the deal with Donald Trump and Russia  debatenight,False,,,False,en,2540,4893,https://about.twitter.com/products/tweetdeck
2016-09-27 02:08:29,HillaryClinton,When Donald Trump goes low we go high DebateNight ,False,,,False,en,6189,16416,https://about.twitter.com/products/tweetdeck
2016-09-27 02:06:51,HillaryClinton,When a man is sued for discriminating against black tenants amp pushes birtherism hes giving you an idea of what kind of president hed be,False,,,False,en,13915,26574,https://about.twitter.com/products/tweetdeck
2016-09-27 02:04:16,HillaryClinton,"Donald Trumps answer for his five years of pushing the racist birther conspiracy theory

I say nothing debatenight",False,,,False,en,6274,13551,https://about.twitter.com/products/tweetdeck
2016-09-27 02:01:59,HillaryClinton,Trump just criticized me for preparing for this debate You know what else I prepared for Being president DebateNight,False,,,False,en,51681,102655,https://about.twitter.com/products/tweetdeck
2016-09-27 02:01:05,HillaryClinton,President Obama was born in the United States Hes American Trump only has one reason for refusing to admit it debatenight,False,,,False,en,6818,17734,https://about.twitter.com/products/tweetdeck
2016-09-27 01:59:34,HillaryClinton,"Still a complete lie DebateNight 
",False,,,True,en,4564,7201,https://about.twitter.com/products/tweetdeck
2016-09-27 01:56:13,HillaryClinton,Donald Trump is more concerned with pandering to the gun lobby than keeping families safe DebateNight ,False,,,False,en,7324,13832,https://about.twitter.com/products/tweetdeck
2016-09-27 01:55:11,HillaryClinton,The fact that Trumps answer to a question about racial injustice is just we need law and order pretty much says it all debatenight,False,,,False,en,10882,21951,https://about.twitter.com/products/tweetdeck
2016-09-27 01:54:38,HillaryClinton,Weve got to address the systemic racism in our criminal justice system and end private prisons DebateNight ,False,,,False,en,2587,6006,https://about.twitter.com/products/tweetdeck
2016-09-27 01:51:58,realDonaldTrump,I will stand with police and protect ALL Americans! Debates2016 MAGA ,False,,,False,en,12173,33572,http://twitter.com
2016-09-27 01:50:42,HillaryClinton,We are not going to bring New Yorks unconstitutional stopandfrisk program nationwide debatenight,False,,,False,en,6923,17156,https://about.twitter.com/products/tweetdeck
2016-09-27 01:44:51,HillaryClinton,"Maybe he didnt do a good job Donald Trump

Looks like you loved it at the time DebateNight ",False,,,False,en,4435,8347,https://about.twitter.com/products/tweetdeck
2016-09-27 01:40:50,HillaryClinton,Its about time this country had somebody running it who has an idea about money Trump debatenight ,False,,,False,en,2469,5868,https://about.twitter.com/products/tweetdeck
2016-09-27 01:39:14,HillaryClinton,"Paying zero in taxes doesnt make you smart

It makes you a tax evader ",False,,,False,en,20195,33668,https://about.twitter.com/products/tweetdeck
2016-09-27 01:37:26,HillaryClinton,No wonder Donald Trump is hiding his tax returns debatenight ,False,,,False,en,8568,15157,https://about.twitter.com/products/tweetdeck
2016-09-27 01:36:50,realDonaldTrump,This is the simple fact about HillaryClinton she is a typical politician  all talk no action Debates2016,False,,,False,en,13308,32127,http://twitter.com
2016-09-27 01:33:59,realDonaldTrump,HILLARYS BAD TAX HABIT! ,False,,,False,en,11774,21663,http://twitter.com/download/iphone
2016-09-27 01:32:25,realDonaldTrump,A Clinton economy  more taxes and more spending! DebateNight ,False,,,False,en,7878,16568,http://twitter.com/download/iphone
2016-09-27 01:28:50,realDonaldTrump,HillaryClinton has been part of the rigged DC system for 30 years Why would we take policy advice from her Debates2016,False,,,False,en,9707,22634,http://twitter.com
2016-09-27 01:28:04,realDonaldTrump,Instead of driving jobs and wealth away AMERICA will become the worlds great magnet for innovation and job creati ,False,,,False,en,7189,19174,http://twitter.com/download/iphone
2016-09-27 01:27:13,HillaryClinton,Donald Trump may live in his own realitybut weve got his own words right here Check them out  debatenight,False,,,False,en,5904,8292,https://about.twitter.com/products/tweetdeck
2016-09-27 01:23:43,realDonaldTrump,HillaryClinton channels John Kerry on trade she was for bad trade deals before she was against them TPP Debates2016,False,,,False,en,5045,13196,http://twitter.com
2016-09-27 01:21:24,HillaryClinton,"We can step up and confront climate change save our planet and invest in clean energy 

Or we can do nothing ",False,,,False,en,2751,6025,https://about.twitter.com/products/tweetdeck
2016-09-27 01:19:47,HillaryClinton,I never said that Donald Trump who said that debatenight ,False,,,True,en,91670,134808,https://about.twitter.com/products/tweetdeck
2016-09-27 01:19:02,HillaryClinton,"Thats called business Donald Trump on the housing crash

For millions of Americans it was called losing their home DebateNight",False,,,False,en,12980,20267,https://about.twitter.com/products/tweetdeck
2016-09-27 01:18:55,realDonaldTrump,HillaryClinton and Obama policies increased debt by 9trillion over the last 8 years,False,,,False,en,7836,17385,http://twitter.com
2016-09-27 01:17:44,HillaryClinton,Economists project that Trumps plans would add more than 5000000000000 to the national debt Thats trillion with a T,False,,,False,en,3322,6308,https://about.twitter.com/products/tweetdeck
2016-09-27 01:15:20,HillaryClinton,Every time Trump makes a show of railing against outsourcing remember the countries he shipped jobs and profits to ,False,,,False,en,3721,5734,https://about.twitter.com/products/tweetdeck
2016-09-27 01:13:45,HillaryClinton,Having a small business owner for a dad may not get you multimilliondollar bailouts but it does teach you the va ,False,,,False,en,2537,9180,https://about.twitter.com/products/tweetdeck
2016-09-27 01:11:42,HillaryClinton,Theres only one candidate on stage who will support working families DebateNight ,False,,,False,en,3732,7138,https://about.twitter.com/products/tweetdeck
2016-09-27 01:10:36,HillaryClinton,We have to build an economy that works for everyone not just those at the top DebateNight ,False,,,False,en,2745,6299,https://about.twitter.com/products/tweetdeck
2016-09-27 01:05:03,HillaryClinton,Watch live Hillary takes the stage for the first presidential debate   DebateNight,False,,,False,en,804,2137,https://about.twitter.com/products/tweetdeck
2016-09-27 00:51:15,HillaryClinton,Lets do this DebateNight ,False,,,False,en,24233,78491,https://about.twitter.com/products/tweetdeck
2016-09-27 00:47:05,realDonaldTrump,"Why isnt Hillary Clinton 50 points ahead
DebateNight ",False,,,False,en,16770,31043,https://studio.twitter.com
2016-09-27 00:31:10,HillaryClinton,If youre with Hillary nows the time to show it Chip in before tonights debate to have her back  DebateNight,False,,,False,en,1293,4038,https://about.twitter.com/products/tweetdeck
2016-09-26 23:59:10,HillaryClinton,"No matter what Donald says at tonights debate we already know the real Trump

Follow TheBriefing2016 for the fa ",False,,,False,en,6014,11459,https://studio.twitter.com
2016-09-26 23:34:21,HillaryClinton,"Hillarys set to take the debate stage at 9pm ET

Heres where you can watch  DebateNight ",False,,,False,en,1231,3435,https://about.twitter.com/products/tweetdeck
2016-09-26 22:53:41,HillaryClinton,"You didnt blame Little John or Meat Loaf You fired Gary Busey

These are the kinds of decisions that would keep ",False,,,False,en,5463,12162,https://studio.twitter.com
2016-09-26 22:31:53,realDonaldTrump,"My team of deplorables will be managing my Twitter account for this evenings debate Tune in!
DebateNight TrumpPence16",False,,,False,en,19836,57971,http://twitter.com/download/iphone
2016-09-26 21:59:16,HillaryClinton,Here are 35 questions Trump still needs to answer  DebateNight,False,,,False,en,1747,2989,https://about.twitter.com/products/tweetdeck
2016-09-26 20:30:05,HillaryClinton,Watch this before you watch tonights debate DebateNight ,False,,,False,en,5088,9479,https://studio.twitter.com
2016-09-26 19:53:32,HillaryClinton,"Trump told 31 outright lies just last week

Keep him honest at tonights debate Follow TheBriefing2016 to get th ",False,,,False,en,10152,18575,https://studio.twitter.com
2016-09-26 19:12:51,HillaryClinton,Our presidents are role models for generations of our children Is this the example we want for them NYTimes ,False,,,False,en,1607,3601,https://about.twitter.com/products/tweetdeck
2016-09-26 18:04:36,HillaryClinton,"These headlines on Trumps lies are from just one week of his campaign

Imagine four years of his presidency ",False,,,False,en,3653,6195,https://about.twitter.com/products/tweetdeck
2016-09-26 17:38:25,HillaryClinton,Everything you need to know before watching tonights debate  ,False,,,False,en,2070,3514,https://about.twitter.com/products/tweetdeck
2016-09-26 16:36:53,HillaryClinton,Tonight Hillary will debate Trump for the first time Follow TheBriefing2016 to make sure hes held accountable to the facts DebateNight,False,,,False,en,2967,6929,https://about.twitter.com/products/tweetdeck
2016-09-26 16:10:44,HillaryClinton,A reminder heading into tonights debate DebateNight ,False,,,False,en,4144,8868,https://about.twitter.com/products/tweetdeck
2016-09-26 15:40:07,HillaryClinton,Donald Trump is a man who dwells in bigotry bluster and false promises NYTimes  DebateNight,False,,,False,en,2638,5098,https://about.twitter.com/products/tweetdeck
2016-09-26 14:32:05,HillaryClinton,Our daughters deserve better ,False,,,False,en,7164,14549,https://studio.twitter.com
2016-09-26 13:12:49,HillaryClinton,Not a single living president has endorsed Donald Trump ,False,,,False,en,5330,9552,https://about.twitter.com/products/tweetdeck
2016-09-26 12:40:02,HillaryClinton,Trump cant win tonights debate by lying to the American people ,False,,,False,en,6678,11110,https://studio.twitter.com
2016-09-26 12:05:23,HillaryClinton,RT this if youve got Hillarys back tonight Debates2016 ,False,,,False,en,28185,29457,https://about.twitter.com/products/tweetdeck
2016-09-26 12:02:48,realDonaldTrump,"New national Bloomberg poll just released  thank you! Join the MOVEMENT  
TrumpTrain ",False,,,False,en,11472,28638,http://twitter.com/download/iphone
2016-09-26 01:15:15,HillaryClinton,When we come together theres no problem we cant solve and no divide we cant heal ,False,,,False,en,3467,8058,https://studio.twitter.com
2016-09-26 01:13:40,realDonaldTrump,Really sad news The great Arnold Palmer the King has died There was noone like him  a true champion! He will be truly missed,False,,,False,en,17061,60847,http://twitter.com/download/android
2016-09-26 00:50:28,HillaryClinton,Today the sacrifices of Gold Star families weigh heavier on my mind Thank you I will fight to get you the care amp benefits you deserve H,False,,,False,en,2619,9128,https://about.twitter.com/products/tweetdeck
2016-09-26 00:18:40,realDonaldTrump,Five people killed in Washington State by a Middle Eastern immigrant Many people died this weekend in Ohio from drug overdoses NC riots!,False,,,False,en,11289,29909,http://twitter.com/download/android
2016-09-25 22:19:14,HillaryClinton,59 years ago 9 brave students integrated Central High School changing the course of history Lets recommit to fi ,False,,,False,en,6422,18298,http://twitter.com
2016-09-25 22:11:42,HillaryClinton,Lets send Donald Trumpand the worlda clear message  LoveTrumpsHate ,False,,,False,en,3904,8583,https://about.twitter.com/products/tweetdeck
2016-09-25 21:11:20,HillaryClinton,Imagine Donald Trump sitting in the Situation Room making life or death decisions on behalf of the United States ,False,,,False,en,10237,16475,https://studio.twitter.com
2016-09-25 19:55:58,HillaryClinton,Hillary is one of the most qualified people ever to run for the office and she easily earns our endorsement ,False,,,False,en,2735,6706,https://about.twitter.com/products/tweetdeck
2016-09-25 19:12:04,HillaryClinton,Our veterans and their families deserve a president who doesnt disrespect and disparage their sacrifices ,False,,,False,en,3927,8328,https://studio.twitter.com
2016-09-25 18:15:11,realDonaldTrump,"Readout of my meeting with Israeli Prime Minister Benjamin Netanyahu
 ",False,,,False,en,11555,30493,http://twitter.com/download/iphone
2016-09-25 18:09:38,HillaryClinton,7 ways Hillarys policies would help you in your daily life ,False,,,False,en,1563,3129,https://about.twitter.com/products/tweetdeck
2016-09-25 16:27:59,HillaryClinton,Gold Star families have made sacrifices most of us cant even fathom They deserve our respect and our thanks ,False,,,False,en,3281,8593,https://studio.twitter.com
2016-09-25 15:19:46,HillaryClinton,Not one living president has said they believe Donald Trump has what it takes to be CommanderinChief ,False,,,False,en,7952,14148,https://about.twitter.com/products/tweetdeck
2016-09-25 14:11:28,HillaryClinton,Meet three women who inspired Hillary to become the person she is today  ,False,,,False,en,1765,5867,https://about.twitter.com/products/tweetdeck
2016-09-25 13:20:56,realDonaldTrump,Looking forward to my meeting with Benjamin Netanyahu in Trump Tower at 1000 AM,False,,,False,en,8533,31212,http://twitter.com/download/android
2016-09-25 13:06:07,HillaryClinton,Our endorsement is rooted in respect for her intellect experience toughness and courage NYTimes on Hillary ,False,,,False,en,3246,7907,https://about.twitter.com/products/tweetdeck
2016-09-25 13:04:46,realDonaldTrump,Bernie Sanders gave Hillary the Dem nomination when he gave up on the emails That issue has only gotten bigger!,False,,,False,en,8490,26708,http://twitter.com/download/android
2016-09-25 12:30:28,realDonaldTrump,Many on the team and staff of Bernie Sanders have been treated badly by the Hillary Clinton campaign  and they like Trump on trade a lot!,False,,,False,en,8572,28770,http://twitter.com/download/android
2016-09-24 23:49:22,HillaryClinton,The new NMAAHC is an overdue tribute to African American history Lets build a more open inclusive future by reflecting on our past H,False,,,False,en,3487,11181,https://about.twitter.com/products/tweetdeck
2016-09-24 23:39:02,realDonaldTrump,"Thank you Roanoke Virginia  this a MOVEMENT  join us today!
Sign up 
AmericaFirst ",False,,,False,en,6424,20699,http://twitter.com/download/iphone
2016-09-24 22:58:12,HillaryClinton,Our choice Hillary Clinton has a record of service and a raft of pragmatic ideas NYTimes endorsing Hillary ,False,,,False,en,2314,5977,https://about.twitter.com/products/tweetdeck
2016-09-24 21:55:59,HillaryClinton,I thought this womanI want to ride with her Roxie a Republican and small business owner on meeting Hillary ,False,,,False,en,4796,11582,https://about.twitter.com/products/tweetdeck
2016-09-24 21:05:47,HillaryClinton,Hillarys been fighting for women and girls her entire careerand shes just getting started ,False,,,False,en,3063,7546,https://about.twitter.com/products/tweetdeck
2016-09-24 19:41:25,HillaryClinton,A lifetimes commitment to solving problems in the real world qualifies Hillary Clinton for this job NYTimes ,False,,,False,en,3454,8113,https://about.twitter.com/products/tweetdeck
2016-09-24 18:55:41,HillaryClinton,We know all too well who Donald Trump is Lets make sure he never becomes president  ,False,,,False,en,4003,9250,https://about.twitter.com/products/tweetdeck
2016-09-24 17:28:37,HillaryClinton,"RT if you believe that LoveTrumpsHate

Then make sure youre registered to vote  ",False,,,False,en,5254,7252,https://about.twitter.com/products/tweetdeck
2016-09-24 17:08:17,realDonaldTrump,If dopey Mark Cuban of failed Benefactor fame wants to sit in the front row perhaps I will put Gennifer Flowers right alongside of him!,False,,,False,en,31655,67133,http://twitter.com/download/iphone
